LINE_PRICE	CUST_CODE	CUST_FNAME	LINE_QTY	CUST_LNAME	CUST_STREET	PROD_SKU	CUST_CITY	INV_TOTAL	CUST_STATE	LINE_NUM	CUST_ZIP	INV_NUM	CUST_BALANCE	EMPLOYEE_ID	INV_DATE
10.99	657	LAWERENCE	5	HEALY	1201 ROYAL COURT	7258-HCV	Methuen	54.95	MA	1	1844	2670	0	84420	41573
15.59	658	JADA	3	LANCASTER	662 EAST 97TH AVENUE	6176-XTX	Memphis	188.7	TN	3	38131	2690	869.88	84049	41576
12.99	659	MELONY	2	RUTHERFORD	1574 HIGHLAND DRIVE	7316-MQD	Mill Crk	83.93	PA	2	17060	2778	605.75	83993	41585
10.99	660	FELICITA	2	SYLVESTER	710 RIVERTON COURT	5445-XOY	Acton	21.98	ME	1	4001	1786	45.97	83677	41480
13.59	661	LOUIS	2	CRAFT	404 OLYMPIC STREET	2932-PBS	Limestone	242.22	NY	6	14753	1508	0	84049	41452
9.99	662	SANTOS	3	MAXWELL	24 MC LEAN PLACE	4812-CMJ	Rosier	29.97	GA	1	30434	1649	502.86	83734	41467
4.29	663	JEANIE	1	PACHECO	565 MONTE ROAD	2410-SKH	Morley	76.26	NY	2	13617	1512	2072.26	83509	41452
14.99	664	NORBERTO	4	JEWELL	617 SUSHANA CIRCLE	7762-STV	Wingate	283.24	NC	4	28174	2952	0	83993	41602
13.59	665	STACIA	1	RODRIGUES	1942 ILLIAMNA AVENUE	7355-WBT	Tully	189.91	NY	4	13159	3439	0	83734	41654
12.99	666	FELICITA	2	BANKS	993 SPRUCE LANE	7179-YXG	Essex Junction	450.84	VT	4	5453	1524	450.84	84334	41454
7.49	667	WINONA	4	HUBBARD	1578 E LOOP WB ON W LOOP RAMP	3528-GBV	Clyde	227.03	NY	6	14433	1535	1317.82	83621	41455
15.69	668	SUE	2	GUERRA	1620 CHARTER CIRCLE	3035-NHD	Worcester	227.77	MA	5	1609	1527	227.77	83705	41454
11.99	669	REINA	1	ENGEL	544 SYDNIE KAY STREET	3943-HFA	Buffalo	378.8	NY	6	14240	1528	0	83820	41454
32.99	670	FLOR	1	PRITCHETT	1981 VISTA COURT	5541-HST	Jericho	129.19	VT	4	5465	1973	361.95	84049	41500
23.99	671	LAUREN	4	FAULK	1312 EAST 16TH TERRACE	5595-NYE	Hamburg	217.79	PA	4	19526	1530	217.79	83621	41454
17.99	672	FREEMAN	5	WIGGINS	1244 CHESAPEAKE AVENUE	2143-VQX	Shamong	152.31	NJ	2	8088	2735	935.22	83993	41581
23.29	673	MORGAN	1	TILLMAN	1361 TERRY STREET	1336-FVM	Monocacy Station	72.12	PA	3	19542	1536	0	83878	41455
10.99	674	DEIRDRE	5	GOODRICH	1622 TAIGA DRIVE	3488-GSE	Lovell	78.32	OH	2	43351	1538	602.32	84219	41455
12.99	675	JOSEF	4	SAMUEL	956 DALE STREET	7316-MQD	Buckeyeville	276.1	OH	3	43725	3034	2461.08	83705	41611
9.29	676	ROBERTO	1	CHU	1498 WEST 17TH AVENUE	4132-QIN	Biddeford	172.78	ME	4	4007	2974	655.51	83734	41604
32.89	677	CHIQUITA	4	BRITT	196 SPRING CREEK LANE	6109-ZZO	Henryville	355.2	PA	5	18332	1558	847.41	83705	41457
28.49	678	JANIE	5	SANDERS	1735 SAMBAR LOOP	5496-MRA	Guttenberg	142.45	NJ	1	7093	1550	142.45	84021	41456
6.59	679	BEATRIZ	3	PROCTOR	37 ATELIER DRIVE	2366-EFV	Madison	222.68	TN	4	37116	2169	339.13	83763	41521
11.49	680	MARIBETH	1	FERNANDEZ	1693 STEPHEN CIRCLE	4431-LGU	Tampa	117.42	FL	3	33617	1559	117.42	83565	41457
15.69	681	DEMETRIA	1	HARGROVE	962 EAST VIEW DRIVE	3035-NHD	Redding	15.69	CT	1	6875	2868	109.7	84078	41594
7.79	682	JOANNA	5	BUCKLEY	555 BAGPIPE AVENUE	8436-MGP	Selkirk	133.9	NY	3	12158	2214	318.94	84078	41525
11.99	683	CORINA	4	HUGHES	1422 BETULA DRIVE	7673-ECV	St Croix	123.71	IN	3	47576	1568	123.71	84134	41458
12.59	684	WENDI	5	BEAN	1698 IRWIN STREET	1838-LZI	Davisburg	250.41	KY	6	40977	2807	985.47	83649	41588
17.99	685	JEFF	3	LUNSFORD	1053 NORTH LANE STREET	8439-KUP	Roanoke	53.97	VA	1	24024	2614	560.79	83906	41567
17.99	686	VEDA	4	STARKS	666 YUKLA CIRCLE	9484-UTK	Pembroke	308.85	NC	4	28372	1577	2591.85	84163	41459
11.99	687	IRVING	3	DODD	92 FALKE COURT	9324-PPG	Lex Pk	175.29	MD	5	20653	3440	558.51	83993	41654
7.49	688	JEWEL	4	PAIGE	801 SCHAFF DRIVE	6041-PBS	Hare	124.3	NC	3	28627	1585	124.3	83763	41460
11.99	689	ZACHARIAH	4	WEBBER	940 ARLENE STREET	8988-FDW	Taylorville	47.96	PA	1	17921	1819	0	83593	41484
23.29	690	BETTYE	1	WHITTEN	1091 NEWCOMB DRIVE	1663-CDD	Maryville	295.15	TN	5	37802	2424	0	84306	41548
13.99	691	CLARISSA	4	BURKETT	231 RED TALON CIRCLE	8894-LUR	Haddam	198.3	CT	4	6438	3268	667.89	83705	41635
7.59	692	CHERI	1	MOSLEY	1479 BROTHERS AVENUE	9064-IWN	Seaview	85.93	VA	3	23429	3013	322.45	83936	41609
7.79	693	MARGARETE	1	CHAVEZ	1441 DAVID AVENUE	4626-LJU	Jackhorn	7.79	KY	1	41825	1642	0	83593	41466
10.99	694	RANDAL	4	JUDD	1527 MOONSTAR CIRCLE	7258-HCV	Kimball	126.93	TN	4	37347	2510	644.1	83734	41557
14.99	695	EVALYN	3	HUNTER	355 PAPA BEAR LANE	7006-IXN	Grand Isle	129.92	ME	2	4746	1598	129.92	83621	41462
18.99	696	ALISHA	2	TOMLINSON	1985 EAST 52ND AVENUE	1485-NNI	Catherine	37.98	AL	1	36728	1599	1891.98	83820	41462
29.99	697	ELISHA	1	STAHL	1980 WOODSTOCK CIRCLE	2351-WVS	South Egremont	29.99	MA	1	1252	1600	29.99	84420	41462
11.99	698	RUBEN	2	FISH	1761 EAST 46TH PLACE	9336-MHC	Hialeah	347.32	FL	6	33014	3089	0	83734	41617
29.99	699	BECKY	1	LEWIS	1810 ELMENDORF DRIVE	5642-IDA	Mill Hall	29.99	PA	1	17767	1604	1726.99	83593	41462
16.99	700	DARIUS	5	MCGHEE	214 CHAD STREET	2990-BNH	Worcester	187.9	MA	2	1602	3444	0	83621	41654
34.49	701	LENORA	2	NIXON	170 DE ETTE CIRCLE	5213-YTB	Portland	272.27	ME	5	4112	3210	0	83850	41629
22.49	702	LUCIE	2	CONWAY	1999 BOUNDARY AVENUE	2351-WVS	Berlin	314.86	KY	6	41043	2579	0	83649	41564
14.99	703	STANTON	1	WALDRON	1138 HILLCREST CIRCLE	9191-NGA	Mount Nebo	276.93	PA	3	17565	3126	501.09	83763	41621
16.99	704	JENNI	3	TRACY	210 LITTLE MOOSE CIRCLE	8170-EKF	Grand Rivers	65.86	KY	2	42045	1614	65.86	83734	41463
35.49	705	BILLY	5	EARLY	1895 EAST 160TH AVENUE	9702-WFX	Sunset Harbor	177.45	NC	1	28422	1655	446.59	84163	41467
13.99	706	TRENT	1	LAWSON	1528 WARWICK DRIVE	3298-YFL	Miami	13.99	FL	1	33255	1618	13.99	83878	41464
23.99	707	LES	2	MOCK	1768 TANADA CIRCLE	5595-NYE	Bloomville	112.53	SC	3	29102	1836	2195.26	83792	41486
12.59	708	STEPHAINE	3	SHEARER	677 ELIES DRIVE	3516-AGJ	East Chicago	156.71	IN	4	46312	1624	156.71	84163	41464
6.59	709	IONA	3	VELASQUEZ	1155 JESTERS PLACE	8544-CIQ	Purchase	231.26	NY	5	10577	2595	1632.97	83593	41565
31.99	710	ROMEO	4	SWEENEY	1280 LEDYARD CIRCLE	2611-QYG	Westview	127.96	KY	1	40178	2103	976.38	84219	41514
23.29	711	STEPHENIE	2	DODGE	1129 KENSINGTON CIRCLE	1074-VVJ	Nicut	460.77	WV	4	26633	2237	0	83565	41528
12.49	712	THEODORE	5	SAMUELS	1751 BUSINESS PARK BOULEVARD	6350-UPP	Watton	120.81	MI	2	49970	2401	361.7	84134	41546
10.99	713	CURTIS	2	NORWOOD	825 GLENN HAVEN DRIVE	6858-EJW	Princeton	213.67	KY	5	42445	3258	15.26	83509	41635
4.29	714	TONY	2	BERG	889 AVALON CIRCLE	5602-QBF	Rockville Center	232.6	NY	4	11570	3251	0	84248	41634
38.99	715	GRACIELA	3	SCHAFER	1477 BRIARCLIFF DRIVE	2496-QMW	Norfolk	429.82	VA	5	23529	1637	0	84049	41465
21.59	716	JACK	4	BAKER	1382 BREEZEWOOD DRIVE	5379-BLX	Toledo	149.09	OH	3	43620	2296	0	84219	41534
18.99	717	SAMUAL	4	MIDDLETON	187 SEWARD SB ON OMALLEY RAMP	5046-TTC	Greenville	210.45	DE	4	19807	2329	375.4	84021	41538
6.59	718	OLIN	4	COLBERT	299 AMBASSADOR DRIVE	8544-CIQ	Petoskey	131.33	MI	2	49770	2261	233.45	83820	41531
13.99	719	LASHANDA	4	ALBRIGHT	1938 PETREL CIRCLE	5161-GIZ	Haneyville	360.81	PA	5	17745	2815	717.7	84219	41589
7.79	720	DARRON	1	WHITLOCK	230 MONRON STREET	4626-LJU	Liberty Center	77.76	IN	3	46766	1939	1309.72	84364	41496
10.99	721	DONA	3	JACOBSON	659 DAVIS STREET	7258-HCV	Louin	143.94	MS	2	39338	1658	0	84134	41468
21.99	722	VALENCIA	4	WILLARD	862 SPENDLOVE DRIVE	8726-ZNM	Lawrenceville	207.91	PA	2	16929	1664	207.91	83878	41468
11.99	723	LYMAN	2	CROW	353 EAST 15TH AVENUE	8310-LAC	Hillsboro	430.71	NC	6	27278	2888	2161.08	83705	41596
13.59	724	MAYRA	4	ROSE	106 GOLDEN HILLS LANE	5781-TKY	South Kingstown	496.58	RI	6	2874	3427	823.68	83537	41652
19.99	725	LACY	4	KEYES	570 EAST 51ST AVENUE	9133-OXA	Middletown	572	CT	6	6459	2242	192.17	83964	41528
16.99	726	SHERRYL	2	RODRIGUEZ	1451 TELEQUANA DRIVE	2068-TSC	Mosby	258.44	VA	5	22042	1675	258.44	83964	41469
13.69	727	ROBYN	1	SIMONS	1331 NOBLE POINT DRIVE	4976-PZN	Ceredo	43.68	WV	2	25507	1677	0	83906	41469
11.99	728	EVALYN	1	DOWNING	1504 BIG SPRUCE CIRCLE	8382-HKN	Cleveland	335.87	OH	4	44102	1679	335.87	84364	41469
10.99	729	BEAU	1	PERDUE	1808 WHISPERING LOOP	3488-GSE	Bee Spring	72.75	KY	3	42207	2577	1352.56	84106	41564
10.99	730	MALISSA	1	HAYNES	631 MARION AVENUE	3488-GSE	Benson	72.75	NY	3	12134	2577	0	84106	41564
12.29	731	BRYCE	4	HOGAN	1860 IMLACH DRIVE	8495-ZQR	Newbury	103.12	MA	3	1951	1961	614.59	84420	41499
17.79	732	LEIGH	1	FOWLER	136 EAST 18TH CIRCLE	4153-VMO	West Newark	115.26	NY	3	13811	1688	1894.26	84163	41470
23.29	733	RENATE	4	LADD	652 LEWIS STREET	2233-GJH	Crystal City	280.54	VA	5	22202	1689	280.54	84163	41470
3.49	734	MARCOS	4	VILLA	1569 HEAVENLY CIRCLE	4667-JLN	Eccles	218.82	WV	5	25836	3329	746.27	84392	41641
48.59	735	EDWIN	2	MEDEIROS	632 FIREOVED DRIVE	6894-JQV	Keating Summit	443.45	PA	6	16749	1691	443.45	84219	41470
12.59	736	EDDY	5	MCGEE	1449 SNOWY PLOVER CIRCLE	1838-LZI	Clintonville	206.91	NY	2	12924	2748	416.86	83878	41582
5.59	737	YOUNG	5	DICKERSON	283 KANTISHNA DRIVE	3503-FGI	Chittenden	219.87	VT	3	5737	1694	219.87	83509	41471
36.99	738	ALIDA	3	HANSEN	792 FERGY CIRCLE	3716-WZD	Furman	110.97	AL	1	36741	1858	195.93	84163	41488
14.59	739	CHANA	1	GRANGER	489 HORIZON AVENUE	9288-IRF	Dudley Shoals	14.59	NC	1	28630	1696	399.59	84219	41471
32.99	740	KERRI	1	LASSITER	700 MILLS PARK CIRCLE	2870-QZR	Bemus Point	247.92	NY	3	14712	2468	0	83763	41553
13.99	741	PRUDENCE	2	MORIN	1979 ELMRICH COURT	9234-WCQ	Pinnacle	226.27	NC	5	27043	3093	454.12	83878	41618
13.99	742	ERIC	1	GRAVES	767 CAMPBELL CREEK ROAD	9234-WCQ	Glenville	385.89	NC	5	28736	1703	385.89	83621	41472
12.99	743	PEDRO	4	KUHN	152 WOODRIDGE CIRCLE	5625-FVF	New Port Richey	51.96	FL	1	34654	3408	245.85	84078	41650
12.99	744	WHITNEY	4	WHITFIELD	1259 RHONE STREET	2116-PVN	Phippsburg	196.19	ME	4	4567	3153	203.15	84306	41623
13.99	745	SIDNEY	4	GARZA	772 SHEPPARD DRIVE	3298-YFL	Fair Harbor	465.95	NY	6	11706	2788	0	84078	41586
10.99	746	STEPHINE	5	GOODMAN	1064 LOWER KOGRU DRIVE	6858-EJW	Comstock Park	221.28	MI	4	49321	2072	344.22	83906	41511
6.59	747	RENITA	3	CHRISTIAN	1205 MALLARD LANE	2366-EFV	Exeter	160.66	NY	5	13315	1711	0	84078	41473
14.99	748	SHAWNA	5	MACIAS	1123 ALPINE LAUREL DRIVE	1099-WFZ	Stumpy Point	342.35	NC	5	27978	1712	342.35	84134	41473
10.99	749	DARLEEN	3	PARRA	561 COLLIE HILL WAY	2918-THH	Madison	298.84	MS	6	39130	1714	0	84191	41473
62.99	750	WELDON	1	FITZPATRICK	1839 HOCKER PLACE	1021-MTI	Milford	153.8	NY	4	13807	2307	228.05	84219	41535
34.49	751	DENICE	3	GUZMAN	1485 RICHARDSON DRIVE	8207-YYG	Millingport	369.2	NC	3	28001	2033	1575.99	83509	41506
29.99	752	MARGARETE	5	FLORES	1264 WHALEY AVENUE	6033-YFY	West Brookfield	488.8	MA	6	1585	1720	488.8	84134	41473
17.99	753	CECIL	1	ESPARZA	1928 VALLEY VISTA CIRCLE	8439-KUP	Mulga	179.6	AL	5	35118	1721	179.6	83936	41474
13.99	754	DOMINIC	3	LUNA	1607 POLARIS WAY	5161-GIZ	Newfields	213.87	NH	3	3856	1729	213.87	84049	41475
23.29	755	MYRNA	5	KIRKLAND	206 COMMERCE STREET	2233-GJH	Silver Point	281.12	TN	2	38582	2408	0	84049	41546
20.99	756	EARL	1	STATON	522 WEST LAKE AVENUE	1200-KBU	Smithville	230.09	NJ	5	8201	2410	2745.07	83649	41546
14.59	757	JEFFEREY	4	ALBERT	436 BUTTERMILK WAY	9858-XUM	Grosvenor Dale	252.27	CT	4	6246	1738	0	84163	41476
13.59	758	PORTER	1	PRYOR	1501 GAIL STREET	7355-WBT	Cementon	394.67	NY	4	12415	3342	890.6	83509	41642
12.99	759	STACIE	2	MICHAUD	1429 EAST FRANKLIN DRIVE	7179-YXG	Brighton	79.12	MD	4	21207	2877	139.1	83993	41595
38.99	760	ARMIDA	2	WILKINS	710 BUTTON CIRCLE	6865-HAO	New York	142.93	NY	2	10132	3007	0	84420	41608
32.99	761	JAMAAL	3	DUFFY	1481 LONGORIA CIRCLE	2870-QZR	Lee Hall	135.96	VA	2	23603	2793	0	84248	41587
4.59	762	MAGGIE	4	YAZZIE	143 KILO CIRCLE	4900-YSQ	Morganton	313.23	GA	5	30560	2097	648.51	84276	41513
21.59	763	PORTER	2	GILES	1026 KILKERRY CIRCLE	9138-QCV	Wolf	149.52	KY	3	41164	2209	0	83677	41525
20.59	764	GILBERTO	2	CLINE	237 TAFT STREET	3701-YAW	Buena Ventura Lakes	41.18	FL	1	34743	1757	1132.18	84078	41478
13.99	765	WILSON	1	BELL	1127 CUNNINGHAM STREET	5250-JDL	Louisville	81.94	TN	2	37777	1821	2478.43	84191	41484
41.99	766	KATHIE	4	DIGGS	1327 LOST CIRCLE	4879-AMS	Crosby	246.41	PA	2	16724	2612	2703.86	84219	41567
12.39	767	JERMAINE	1	HANCOCK	1627 SAUNDERS ROAD	2584-CIJ	Ellicott City	12.39	MD	1	21041	2295	272.83	83537	41534
29.99	768	HANNAH	1	BASSETT	259 ELMHURST DRIVE	4987-BFL	Worcester	101.96	MA	2	1608	3048	1038.56	84021	41613
32.99	769	SEYMOUR	4	CLIFTON	345 MONPELIER DRIVE	2870-QZR	Olanta	387.82	PA	4	16863	1765	0	84163	41478
13.59	770	JAYNE	4	FORD	300 TUNDRA COURT	5781-TKY	Loogootee	88.34	IN	2	47553	1766	0	84049	41478
12.59	771	ROSALINDA	1	MCNEAL	494 DELRIDGE CIRCLE	1838-LZI	Tappan	408.12	NY	5	10983	1768	0	84021	41479
14.99	772	DONALD	5	PETTIT	62 NICHOLS STREET	7006-IXN	New York	86.94	NY	2	10025	1772	86.94	83537	41479
14.59	773	SETH	5	HOLLIS	13 HANSA ROSE CIRCLE	9671-NYZ	South Euclid	309.41	OH	5	44121	1773	309.41	84392	41479
35.99	774	FLORA	1	MANNING	1378 EAGLE STREET	2699-GNS	Ashland	79.98	PA	2	17921	1774	79.98	84021	41479
13.99	775	FRANK	5	CLARK	1669 CHALLENGER CIRCLE	5161-GIZ	Kidds Crossing	240.87	KY	3	42611	1929	2994.49	83993	41495
7.49	776	SOPHIA	4	BONDS	163 HENKINS ROAD	3528-GBV	Helmuth	29.96	NY	1	14079	1776	0	84191	41480
12.99	777	CLINTON	3	AGUIRRE	1651 VANGUARD DRIVE	4812-VNN	Franklinville	154.39	NC	3	27248	1777	0	83537	41480
23.99	778	WES	1	LUNDY	67 BRITTANY DRIVE	7500-ROG	W Asheville	54.34	NC	3	28816	1779	54.34	84219	41480
12.59	779	FERNANDO	1	RICHARDS	46 COMMUNITY PARK LOOP	7883-NLQ	Saint James Heights	64.43	NY	3	11780	1780	64.43	83906	41480
12.99	780	LARISSA	3	POOL	574 ADAK CIRCLE	8199-YRF	Decatur	243.05	AL	4	35609	3365	2223.58	83565	41645
13.59	781	TOMMIE	4	PALMER	933 ELCADORE CIRCLE	9393-RFA	Arapahoe	91.23	NC	2	28510	2991	0	83936	41606
31.99	782	ELLSWORTH	4	STEIN	804 SEAWIND CIRCLE	5980-BME	Mc Lean	247.92	VA	3	22103	2102	379.85	84219	41514
29.99	783	ROBERTO	3	MATHEWS	1400 EAST 86TH COURT	2384-PGY	Huntland	89.97	TN	1	37345	1787	89.97	83705	41481
23.99	784	CHRISTIAN	5	ROSAS	943 CALIFORNIA CREEK WAY	7500-ROG	Shirley	475.96	MA	6	1464	2389	640.85	84306	41544
41.99	785	CORNELIA	2	BOOTH	357 LOWER TERRACE STREET	6367-AKJ	Dresden	188.43	IN	4	47453	2367	362.54	83537	41542
4.29	786	BRYON	5	FOWLER	1926 KIMBERLIE LANE	5602-QBF	West Milford	285.36	NJ	4	7480	1791	285.36	84219	41481
15.29	787	KASEY	3	SOSA	975 WEST 96TH AVENUE	9686-HQV	Kinzers	67.85	PA	2	17535	2811	312.7	83964	41588
12.59	788	JERALD	1	WESTON	1914 PAINE PLACE	3516-AGJ	Sandy Springs	12.59	GA	1	30358	1797	0	84219	41482
62.99	789	LINNEA	2	TATUM	958 POTLATCH CIRCLE	1021-MTI	Titusville	218.33	PA	3	16354	3215	1457.79	83621	41630
19.99	790	NAKIA	1	TYLER	710 ALUMNI LOOP	8685-REM	Burt Lake	19.99	MI	1	49717	3352	484.29	83964	41644
13.99	791	ALETA	3	TIDWELL	393 FAR VIEW PLACE	5250-JDL	Sparta	95.94	IN	2	46760	1805	1802.94	83878	41483
8.99	792	TAMRA	3	TRAVIS	199 BALANDRA CIRCLE	6933-YOI	Smiths Creek	26.97	MI	1	48074	2913	348.92	84134	41599
32.99	793	BRODERICK	3	JOHNSON	1043 WEST SHIP CREEK AVENUE	9292-RQZ	Monroe	188.05	GA	5	30655	2032	2176	83649	41506
17.79	794	PRINCESS	3	BRAGG	1935 REGENT DRIVE	4153-VMO	Sweatman	53.37	MS	1	38925	1811	0	83621	41483
5.59	795	DARLEEN	3	SOSA	1501 EAST PRINCE OF PEACE DRIVE	3061-DOI	Flint	16.77	MI	1	48552	2440	1497.31	84134	41550
35.99	796	MONROE	2	ALLISON	272 SCHODDE STREET	1203-AIS	Kalamazoo	280.64	MI	5	49002	2734	0	83763	41581
32.99	797	HARRIS	1	REDMOND	26 CHRIS COURT	2857-NDO	Berwick	400.62	OH	6	44853	3409	813.37	83509	41650
13.69	798	LETICIA	3	HEBERT	1244 DEER PARK DRIVE	4976-PZN	Shorterville	41.07	AL	1	36373	1818	0	83763	41484
18.99	799	JOELLEN	4	POWERS	256 PAMELA PLACE	1485-NNI	West Carthage	183.89	NY	3	13619	3407	582.34	83734	41650
23.59	800	CHIQUITA	3	JEFFERS	900 MOSSBERRY PLACE	4465-QHD	Landaff	420.01	NH	6	3585	2756	1110.68	83878	41583
15.89	801	ROSALIA	2	SEXTON	649 KRISTIE CIRCLE	5794-JGQ	Dunlevy	216.32	PA	6	15432	2125	407.9	83878	41516
8.99	802	CHANTAL	4	LAIRD	1719 BREWSTER DRIVE	7538-ITC	The Village	89.4	MD	4	21208	2541	194.37	83705	41561
16.99	803	JEFFEREY	4	MCBRIDE	1043 ROCKRIDGE DRIVE	2068-TSC	Glenwood	204.09	NJ	3	7418	2073	0	84163	41511
17.99	804	HEIDI	4	PALACIOS	471 KAREN STREET	2143-VQX	West Warren	239.05	MA	4	1092	2838	782.57	83621	41591
32.99	805	ELISSA	1	KENDRICK	662 ALLAN PLACE	2766-EYO	Bohannon	32.99	VA	1	23021	1845	0	83820	41487
43.99	806	AGNES	1	ROSE	1883 BEAMREACH COURT	7224-FEU	Farmington Hills	164.78	MI	6	48332	2007	274.9	83649	41503
17.79	807	VON	4	GOINS	1986 HAVEN CIRCLE	8571-CKP	Lynn	102.74	PA	2	19529	2624	459.59	84276	41568
14.59	808	AISHA	4	SKAGGS	1309 GAIL STREET	9288-IRF	West Wardsboro	188.88	VT	4	5360	2857	315.79	83537	41593
8.99	809	CHARLES	2	SHOEMAKER	1648 REDOUBT COURT	9601-ZKZ	Coalmont	116.91	TN	3	37313	1852	116.91	83993	41488
15.59	810	CHRISTAL	3	ROPER	1128 SEWARD NB ON DOWLING RAMP	7260-YDI	Hanersville	122.26	OH	4	45631	2527	0	84078	41559
34.49	811	LORRI	1	MAHONEY	182 HEINTZLEMAN DRIVE	5213-YTB	Smith	476.52	KY	6	40867	2418	0	84334	41547
4.59	812	CELESTINE	2	KELLER	1049 PROSPERITY DRIVE	3384-DML	Woodburn	101.12	MS	3	38751	3235	457.35	84049	41632
32.99	813	RONNY	1	ODOM	730 EVERGREEN STREET	6491-XKF	Forest Oaks	164.09	NC	5	27406	1861	0	83705	41489
14.59	814	JONNA	2	HOOKER	1010 WESTMINSTER WAY	8094-EYX	Naples	439.6	FL	6	33963	2550	702.46	83878	41561
3.29	815	ROLANDO	3	HAGEN	171 PACER PLACE	8937-WVA	Flemingsburg Junction	9.87	KY	1	41041	3076	0	83677	41616
41.99	816	MAVIS	3	ENGLE	120 SAN JERONIMO DRIVE	4879-AMS	Breeding	200.92	KY	2	42715	1867	0	84276	41489
22.59	817	LIZ	3	DELGADO	1961 TARA LANE	1854-AFJ	Chapel Heights	216.49	NJ	4	8080	2309	575.04	83993	41536
45.99	818	HANK	4	CRAFT	367 GOLD CLAIM DRIVE	3614-PTT	Muskalounge	497.33	NY	6	13634	1967	719.29	83649	41499
3.99	819	KRISTINA	2	STUART	441 VIOLA CIRCLE	3036-PCT	Tampa	284.84	FL	6	33605	1873	0	84106	41490
15.29	820	MARCELA	1	DUGAN	1785 DORIS PLACE	9686-HQV	Sylacauga	195.34	AL	6	35150	1876	638.34	83593	41490
7.99	821	DREW	3	FAIR	1544 EAST 38TH COURT	2129-BCP	Cedonia	169.15	MD	4	21206	1877	0	83792	41490
8.49	822	CASEY	3	CROWE	876 BOYSEN BERRY PLACE	4949-VFI	Pleasant Hill	153.42	TN	2	38578	1878	0	83621	41490
13.99	823	JEANNETTE	5	HINKLE	1108 VFW ROAD	2101-WCF	Loudonville	102.92	NY	2	12211	1882	2041.92	84276	41491
19.99	824	EVA	1	SULLIVAN	1410 CALAIS DRIVE	8685-REM	So Fort Mitchell	210.66	KY	4	41017	1883	210.66	83734	41491
9.89	825	KACEY	5	GARRISON	111 CLOVERWOOD LOOP	2407-SUX	Blue Mountain Lake	258.57	NY	4	12812	2780	0	83593	41585
15.59	826	STEFANIE	1	SWANSON	827 VENUS WAY	2397-RDX	Deiblers	70.48	PA	2	17821	3026	679.48	83677	41610
21.59	827	WAYLON	1	ROLLINS	865 WEST 40TH AVENUE	8523-UCB	Disputanta	137.93	VA	3	23842	2212	0	83565	41525
13.99	828	TONY	4	BATEMAN	573 EMARD STREET	9234-WCQ	Dalton	265.31	PA	6	18414	2248	477.63	83850	41529
14.59	829	MARIANA	4	POOL	1877 HILLANDALE AVENUE	9671-NYZ	Wilmington	208.5	DE	4	19899	1901	0	83906	41492
18.59	830	ERNEST	5	SHANNON	787 HUNTER CIRCLE	3610-RKR	Buffalo	124.94	NY	2	14221	2211	245.85	83906	41525
43.99	831	LOYD	5	BRIGGS	1314 WEST BENSON BOULEVARD	6488-MIG	Crolier Books	506.22	KY	5	40386	1908	0	83878	41493
13.22	832	CATINA	1	WARE	269 BRIGHTON ROAD	5587-MNY	Bridgewater	275.28	NJ	4	8807	1914	275.28	84191	41494
16.99	833	ADRIENNE	2	SHAW	1260 CINNAMON DRIVE	2990-BNH	Franklin	189.94	TN	2	37064	3316	490.04	84163	41640
3.99	834	ISSAC	4	MCGUIRE	656 KAILYARD STREET	1747-XNI	Chestnut Level	116.28	PA	4	17566	3118	281.36	84219	41620
4.29	835	JANNA	5	SHELDON	1927 PRISM CIRCLE	2410-SKH	Highgate	474.97	VT	6	5459	1937	474.97	83509	41496
15.59	836	EMERY	4	ROMANO	1075 ALPINE AVENUE	5728-ZPO	Fort Mitchell	196.46	VA	5	23941	2139	446.9	83565	41518
3.99	837	BRANT	5	SHAFER	1375 BROOKS DRIVE	3274-XJX	Flushing	19.95	MI	1	48433	1941	0	84021	41496
16.99	838	ZORA	1	WRIGHT	751 CORTINA ROAD	2990-BNH	Braxton	16.99	IN	1	47454	2019	177.91	84078	41504
11.99	839	SHARRON	1	JUAREZ	1958 CLARK STREET	8988-FDW	Saint Petersburg	11.99	FL	1	33712	2349	74.03	84049	41540
13.59	840	QUINTIN	1	BENTLEY	529 BOTHWELL CIRCLE	2932-PBS	Winter Haven	312.85	FL	6	33881	3257	729.77	84392	41634
15.59	841	JOAQUIN	3	SEYMOUR	262 GULL AVENUE	2397-RDX	Yonkers	419.61	NY	5	10709	2565	919.27	84248	41563
7.79	842	ELDA	1	GLOVER	575 HAIDA CIRCLE	4626-LJU	Oldenburg	246.07	MS	5	39661	2052	170.95	84191	41508
25.59	843	INDIA	2	MOSES	1464 DENISE CIRCLE	9857-ESX	Whippany	51.18	NJ	1	7999	2840	0	84049	41591
33.29	844	BLAIR	4	NUNEZ	1034 DELTA DRIVE	3716-WZD	Gerton	521.4	NC	5	28735	1959	521.4	83792	41498
8.99	845	AGATHA	2	LOCKE	1267 SUSITNA VIEW COURT	7538-ITC	Tabernacle	17.98	NJ	1	8088	1962	17.98	83850	41499
23.59	846	MARYLOU	3	ALFARO	355 INLET VISTA CIRCLE	4465-QHD	Avondale	70.77	PA	1	19311	1965	70.77	83621	41499
17.99	847	LAN	4	TILLEY	124 KERI COURT	2143-VQX	Waddington	113.22	NY	4	13694	1966	113.22	84219	41499
